Clock,Time of arrival (secs),Base Station No. 
11:03,11025.81,14
11:03,11027.61,18
11:03,11030.78,1
11:03,11033,18
11:03,11033.62,2
11:03,11034.01,16
11:03,11038.15,6
11:03,11039.84,18
11:04,11041.76,4
11:04,11044.19,5
11:04,11044.74,16
11:04,11046.18,7
11:04,11046.43,2
11:04,11048.53,8
11:04,11049.71,3
11:04,11052.5,14
11:04,11054.24,12
11:04,11055.55,18
11:04,11055.98,6
11:04,11056.97,13
11:04,11058.17,9
11:04,11059.45,8
11:04,11061.55,1
11:04,11063.59,4
11:04,11064.49,10
11:04,11064.75,5
11:04,11066.66,5
11:04,11067.93,0
11:04,11068.23,5
11:04,11068.92,9
11:04,11071.1,9
11:04,11073.06,7
11:04,11075.78,6
11:04,11079.17,15
11:04,11079.31,17
11:04,11079.62,19
11:04,11083.07,1
11:04,11084.9,10
11:04,11085.09,8
11:04,11086.24,12
11:04,11086.69,0
11:04,11087.45,3
11:04,11088.48,18
11:04,11091.58,16
11:04,11093.18,10
11:05,11100.39,14
11:05,11100.41,15
11:05,11102.86,1
11:05,11107.43,14
11:05,11107.8,9
11:05,11108.01,9
11:05,11110.11,13
11:05,11112.54,17
11:05,11116.09,15
11:05,11117.76,14
11:05,11118.23,2
11:05,11120.26,5
11:05,11121.59,16
11:05,11122.35,13
11:05,11123.04,15
11:05,11123.43,9
11:05,11123.74,18
11:05,11125.1,0
11:05,11125.22,15
11:05,11128.2,7
11:05,11130.06,13
11:05,11134.02,15
11:05,11135.35,9
11:05,11138.69,14
11:05,11140.11,17
11:05,11140.69,16
11:05,11140.79,5
11:05,11141,17
11:05,11141.44,8
11:05,11141.82,10
11:05,11144.76,2
11:05,11149.53,3
11:05,11150.07,17
11:05,11155.9,19
11:05,11157.61,15
11:05,11158.05,19
11:05,11159.13,1
11:05,11159.16,17
11:05,11159.45,13
11:06,11160.33,8
11:06,11161.04,2
11:06,11161.25,15
11:06,11161.79,11
11:06,11161.84,9
11:06,11164.06,15
11:06,11164.98,16
11:06,11168.62,2
11:06,11170.73,12
11:06,11171.05,0
11:06,11171.45,15
11:06,11173.96,9
11:06,11179.08,16
11:06,11179.47,5
11:06,11179.86,18
11:06,11182.68,16
11:06,11183.04,2
11:06,11185.48,15
11:06,11189.43,17
11:06,11194.19,2
11:06,11194.34,16
11:06,11196.29,5
11:06,11196.69,15
11:06,11196.78,11
11:06,11196.95,10
11:06,11197.14,16
11:06,11198.1,8
11:06,11198.39,15
11:06,11198.81,8
11:06,11200.54,6
11:06,11202.18,19
11:06,11203.15,8
11:06,11203.32,4
11:06,11203.78,11
11:06,11203.84,13
11:06,11204.7,9
11:06,11205.1,1
11:06,11207.62,5
11:06,11209.29,6
11:06,11210.71,13
11:06,11211.98,8
11:06,11216,6
11:06,11216.34,19
11:06,11216.69,5
11:06,11217.99,19
11:06,11219.69,0
11:07,11220.97,11
11:07,11222.05,12
11:07,11222.28,12
11:07,11224.23,6
11:07,11224.85,2
11:07,11226.7,10
11:07,11228.02,5
11:07,11229.8,6
11:07,11230.86,3
11:07,11236.86,4
11:07,11239.05,0
11:07,11239.6,7
11:07,11242.5,17
11:07,11243.87,19
11:07,11244.91,10
11:07,11245.6,8
11:07,11247.09,13
11:07,11248.54,16
11:07,11251.88,10
11:07,11257.22,15
11:07,11259.76,9
11:07,11260.41,5
11:07,11260.83,4
11:07,11262.08,19
11:07,11262.58,4
11:07,11262.69,16
11:07,11263.37,2
11:07,11264.64,14
11:07,11265.98,6
11:07,11266.09,4
11:07,11266.4,8
11:07,11266.41,12
11:07,11266.53,0
11:07,11268.5,14
11:07,11268.71,10
11:07,11270.48,14
11:07,11272.68,6
11:07,11272.96,7
11:07,11274.35,6
11:07,11274.4,8
11:07,11274.96,9
11:07,11275.16,6
11:07,11279.74,6
11:07,11279.85,3
11:07,11279.88,17
11:08,11280.28,6
11:08,11280.59,6
11:08,11282.51,12
11:08,11283.47,8
11:08,11285.19,19
11:08,11287.9,1
11:08,11289.52,10
11:08,11290.52,14
11:08,11291.21,7
11:08,11294.29,1
11:08,11294.6,5
11:08,11296.1,19
11:08,11298.03,11
11:08,11299.3,12
11:08,11300.45,6
11:08,11301.93,5
11:08,11302.22,14
11:08,11302.84,12
11:08,11304.64,18
11:08,11307.78,0
11:08,11308.9,10
11:08,11310.15,5
11:08,11311.26,17
11:08,11312.22,16
11:08,11313.11,13
11:08,11314.27,17
11:08,11318.51,14
11:08,11318.61,9
11:08,11319.88,6
11:08,11321.04,15
11:08,11321.23,13
11:08,11321.58,0
11:08,11323.07,7
11:08,11323.11,4
11:08,11326.07,18
11:08,11327.12,12
11:08,11329.67,16
11:08,11332.07,6
11:08,11332.53,8
11:08,11333.16,1
11:08,11333.86,14
11:08,11335.32,18
11:08,11335.58,15
11:08,11336.61,9
11:08,11337.1,4
11:08,11337.46,13
11:08,11339.72,12
11:08,11339.94,6
11:09,11341.9,13
11:09,11343.17,3
11:09,11344.27,9
11:09,11345.09,9
11:09,11345.62,18
11:09,11346.03,13
11:09,11346.58,0
11:09,11347.39,6
11:09,11350.04,8
11:09,11350.81,7
11:09,11353.5,18
11:09,11357.84,1
11:09,11359.09,13
11:09,11361.3,17
11:09,11362.56,12
11:09,11365.7,9
11:09,11367.14,19
11:09,11368.34,7
11:09,11370.49,11
11:09,11373.63,17
11:09,11375.8,19
11:09,11380.15,17
11:09,11380.67,15
11:09,11382.24,5
11:09,11383.44,8
11:09,11386.71,0
11:09,11391.59,1
11:09,11391.77,10
11:09,11392.73,9
11:09,11392.84,8
11:09,11394.22,19
11:09,11394.55,15
11:09,11396.87,11
11:09,11398.58,1
11:10,11401.43,5
11:10,11402.19,14
11:10,11402.44,8
11:10,11405.27,1
11:10,11407.04,3
11:10,11407.35,2
11:10,11408.56,12
11:10,11412.42,14
11:10,11414.18,17
11:10,11414.98,4
11:10,11415.72,12
11:10,11416.93,13
11:10,11417.19,8
11:10,11417.59,10
11:10,11423.36,7
11:10,11423.4,16
11:10,11426.37,0
11:10,11426.62,1
11:10,11429.36,1
11:10,11430.07,11
11:10,11430.35,7
11:10,11432.59,8
11:10,11433.35,5
11:10,11435.04,19
11:10,11437.7,18
11:10,11437.88,4
11:10,11438.08,16
11:10,11438.9,19
11:10,11440.68,13
11:10,11444.59,6
11:10,11445.37,13
11:10,11447.43,12
11:10,11448.3,17
11:10,11451.46,3
11:10,11456.37,6
11:10,11457.4,8
11:10,11457.52,13
11:10,11458.02,15
11:10,11458.71,4
11:10,11458.81,11
11:10,11459.83,19
11:11,11461.21,8
11:11,11463.13,18
11:11,11463.54,4
11:11,11463.59,9
11:11,11463.6,4
11:11,11463.94,8
11:11,11464.56,17
11:11,11465.09,12
11:11,11467.95,2
11:11,11469.33,9
11:11,11470.94,0
11:11,11471.45,14
11:11,11472.1,9
11:11,11472.38,6
11:11,11474.78,7
11:11,11475.18,16
11:11,11475.39,3
11:11,11476.34,6
11:11,11477.91,16
11:11,11478.36,5
11:11,11478.46,5
11:11,11479.2,7
11:11,11479.25,19
11:11,11482.29,6
11:11,11484.41,2
11:11,11484.48,12
11:11,11486.83,10
11:11,11488.32,5
11:11,11488.54,3
11:11,11490.49,5
11:11,11494.71,2
11:11,11495.68,9
11:11,11496.13,6
11:11,11497.32,8
11:11,11497.97,6
11:11,11498.01,15
11:11,11498.47,7
11:11,11499.93,3
11:11,11502.35,5
11:11,11502.79,17
11:11,11506.74,14
11:11,11513.62,19
11:11,11513.99,7
11:11,11514.51,8
11:11,11517.1,9
11:11,11518.03,3
11:11,11518.08,3
11:11,11518.28,15
11:11,11518.61,6
11:11,11519.09,9
11:12,11523.38,13
11:12,11523.81,15
11:12,11525.08,7
11:12,11525.91,12
11:12,11529.11,12
11:12,11532.3,7
11:12,11536.09,10
11:12,11543.1,3
11:12,11543.31,8
11:12,11544.52,1
11:12,11546.82,7
11:12,11548.86,13
11:12,11552.36,1
11:12,11552.57,8
11:12,11556.75,14
11:12,11558.83,9
11:12,11562.77,7
11:12,11564.44,11
11:12,11567.5,13
11:12,11567.81,2
11:12,11569.23,10
11:12,11570.97,4
11:12,11571.22,9
11:12,11571.5,19
11:12,11571.91,7
11:12,11574.04,13
11:12,11574.65,1
11:12,11577.21,12
11:12,11578.34,0
11:12,11578.54,2
11:12,11579.13,4
11:13,11582.48,9
11:13,11583.5,1
11:13,11592.85,15
11:13,11595.56,10
11:13,11596.64,19
11:13,11597.99,8
11:13,11598.4,2
11:13,11598.59,7
11:13,11602.16,19
11:13,11605.21,18
11:13,11608.63,2
11:13,11610.55,12
11:13,11612.44,1
11:13,11612.81,13
11:13,11613.17,8
11:13,11613.27,3
11:13,11613.81,16
11:13,11613.95,7
11:13,11616.23,13
11:13,11619.97,2
11:13,11621.76,0
11:13,11623.31,12
11:13,11623.7,16
11:13,11624.87,1
11:13,11625.31,18
11:13,11625.78,19
11:13,11626.94,15
11:13,11627.19,10
11:13,11627.85,6
11:13,11628.51,0
11:13,11628.62,6
11:13,11630.47,9
11:13,11632.5,0
11:13,11632.9,12
11:13,11636.82,3
11:13,11637.47,7
11:13,11639.4,1
11:14,11644.69,18
11:14,11646.2,0
11:14,11647.8,2
11:14,11647.91,9
11:14,11649.91,2
11:14,11653.37,14
11:14,11657.25,13
11:14,11658.14,0
11:14,11659.13,3
11:14,11659.41,12
11:14,11661.1,7
11:14,11663.01,18
11:14,11664.25,4
11:14,11664.27,14
11:14,11664.97,9
11:14,11665.14,17
11:14,11665.37,6
11:14,11665.44,18
11:14,11666.3,5
11:14,11667.01,10
11:14,11669.96,2
11:14,11670.58,14
11:14,11671.82,2
11:14,11672.48,18
11:14,11673.18,10
11:14,11674.39,16
11:14,11674.66,16
11:14,11677.05,11
11:14,11678.34,4
11:14,11678.73,13
11:14,11680.05,6
11:14,11686.43,17
11:14,11686.88,10
11:14,11686.92,10
11:14,11687.61,14
11:14,11692.26,3
11:14,11693.29,14
11:14,11693.52,15
11:14,11699.02,3
11:14,11699.62,16
11:15,11701.19,3
11:15,11702.95,9
11:15,11705.68,13
11:15,11705.97,4
11:15,11707.55,6
11:15,11707.71,9
11:15,11715.22,8
11:15,11715.25,6
11:15,11721,19
11:15,11721.77,17
11:15,11721.83,11
11:15,11722.26,13
11:15,11723.35,12
11:15,11723.36,8
11:15,11723.71,17
11:15,11725.01,2
11:15,11726.64,8
11:15,11728.89,14
11:15,11732.06,2
11:15,11733.83,17
11:15,11736.1,19
11:15,11739.45,8
11:15,11741.16,3
11:15,11742.77,4
11:15,11745.7,13
11:15,11749.89,16
11:15,11751,9
11:15,11751.77,1
11:15,11751.78,17
11:15,11752.55,13
11:15,11755,13
11:15,11757.04,1
11:15,11758.2,14
11:16,11767.48,14
11:16,11767.76,6
11:16,11768.43,11
11:16,11771.12,9
11:16,11773.02,1
11:16,11773.62,2
11:16,11774.12,17
11:16,11777.68,11
11:16,11778.3,15
11:16,11778.5,2
11:16,11778.58,4
11:16,11782.84,15
11:16,11785.3,0
11:16,11787.54,18
11:16,11788,10
11:16,11789.03,8
11:16,11789.85,2
11:16,11791.02,10
11:16,11792.77,16
11:16,11795.92,3
11:16,11796.92,0
11:16,11798.26,15
11:16,11799.86,0
11:16,11799.96,18
11:16,11800.28,1
11:16,11801.75,15
11:16,11803.84,9
11:16,11807.65,11
11:16,11807.87,5
11:16,11808.62,10
11:16,11812.11,14
11:16,11813.68,10
11:16,11814.1,8
11:16,11816.25,8
11:16,11817.42,1
11:16,11817.6,16
11:16,11818.66,15
11:17,11820.25,1
11:17,11820.75,5
11:17,11821.29,9
11:17,11821.94,18
11:17,11822,8
11:17,11823.87,12
11:17,11823.96,8
11:17,11825.21,4
11:17,11825.24,0
11:17,11825.56,7
11:17,11825.56,13
11:17,11825.78,3
11:17,11826.29,14
11:17,11828.04,14
11:17,11828.28,11
11:17,11830.35,7
11:17,11830.62,19
11:17,11831.34,11
11:17,11831.85,14
11:17,11832.99,4
11:17,11835.38,3
11:17,11837.07,3
11:17,11838.27,1
11:17,11838.73,12
11:17,11838.8,0
11:17,11839.44,9
11:17,11841.45,11
11:17,11841.55,15
11:17,11843.78,8
11:17,11843.91,4
11:17,11845.01,13
11:17,11846.52,12
11:17,11846.71,6
11:17,11847.55,7
11:17,11850.83,5
11:17,11851.25,11
11:17,11852.27,6
11:17,11852.52,8
11:17,11852.86,12
11:17,11854.1,9
11:17,11855.58,12
11:17,11857.32,3
11:17,11857.68,17
11:17,11858.67,11
11:17,11858.7,17
11:17,11860.89,11
11:17,11864.33,8
11:17,11864.73,11
11:17,11866.61,13
11:17,11869.01,14
11:17,11870.4,13
11:17,11871.05,1
11:17,11871.18,18
11:17,11873.48,7
11:17,11879.01,17
11:17,11879.21,0
11:17,11879.67,4
11:17,11879.67,1
11:18,11883.15,15
11:18,11884.59,9
11:18,11887.72,17
11:18,11892.38,11
11:18,11893.68,16
11:18,11893.95,3
11:18,11894.18,19
11:18,11895.43,16
11:18,11896.5,14
11:18,11896.98,4
11:18,11899.04,2
11:18,11899.88,19
11:18,11900.68,12
11:18,11902.67,19
11:18,11902.88,2
11:18,11904.09,11
11:18,11904.23,4
11:18,11904.91,1
11:18,11905.23,18
11:18,11905.98,19
11:18,11907.27,5
11:18,11908.2,10
11:18,11909.08,9
11:18,11913.35,7
11:18,11917.84,3
11:18,11920.69,0
11:18,11923.52,5
11:18,11928.74,11
11:18,11928.95,14
11:18,11929.86,14
11:18,11930.14,0
11:18,11937.07,15
11:18,11938.09,16
11:18,11938.69,11
11:18,11939.32,12
11:19,11940.58,9
11:19,11941.12,7
11:19,11941.47,5
11:19,11944,8
11:19,11944.95,19
11:19,11946.6,7
11:19,11948.72,6
11:19,11951.32,9
11:19,11952.31,6
11:19,11955.42,17
11:19,11956.83,17
11:19,11958.21,0
11:19,11958.35,3
11:19,11958.65,11
11:19,11959,19
11:19,11959.11,16
11:19,11959.4,16
11:19,11959.81,13
11:19,11961.09,17
11:19,11961.44,10
11:19,11961.71,2
11:19,11962.35,2
11:19,11963.25,3
11:19,11963.31,16
11:19,11964.34,1
11:19,11965.84,13
11:19,11966.98,14
11:19,11967.8,16
11:19,11968.68,4
11:19,11970.47,0
11:19,11970.65,11
11:19,11970.94,12
11:19,11972.7,2
11:19,11972.82,15
11:19,11974.83,13
11:19,11975.18,12
11:19,11978.09,13
11:19,11978.22,0
11:19,11978.84,6
11:19,11979.73,14
11:19,11979.79,1
11:19,11980.42,16
11:19,11981.85,13
11:19,11982.02,19
11:19,11982.24,3
11:19,11982.9,1
11:19,11984.41,18
11:19,11985.91,15
11:19,11987.68,1
11:19,11989.12,15
11:19,11991.74,2
11:19,11992.81,13
11:19,11992.83,2
11:19,11993.09,12
11:19,11997.51,15
11:19,11998.94,11
11:19,11998.96,19
11:19,11999.84,5
11:20,12000.36,9
11:20,12000.56,5
11:20,12001.14,7
11:20,12001.21,7
11:20,12001.36,0
11:20,12002.69,1
11:20,12003.02,14
11:20,12003.07,10
11:20,12003.83,9
11:20,12005.14,11
11:20,12006.41,15
11:20,12007.09,14
11:20,12007.13,13
11:20,12007.94,6
11:20,12008.79,11
11:20,12009.34,17
11:20,12010.78,5
11:20,12011.14,5
11:20,12012.09,8
11:20,12012.95,3
11:20,12013.23,14
11:20,12015.37,0
11:20,12018.92,14
11:20,12019.01,1
11:20,12026.75,12
11:20,12027.8,13
11:20,12029.6,8
11:20,12030.29,9
11:20,12030.39,4
11:20,12030.59,12
11:20,12032.39,14
11:20,12032.6,17
11:20,12033.12,8
11:20,12033.2,9
11:20,12033.68,5
11:20,12033.82,10
11:20,12034.26,17
11:20,12034.73,3
11:20,12036.25,7
11:20,12036.78,5
11:20,12037.16,1
11:20,12037.72,0
11:20,12038.53,12
11:20,12039.37,6
11:20,12040.36,8
11:20,12041.49,15
11:20,12042.09,4
11:20,12044.25,6
11:20,12044.74,7
11:20,12046.88,17
11:20,12047.04,2
11:20,12047.21,7
11:20,12047.28,13
11:20,12047.38,8
11:20,12048.15,18
11:20,12048.63,4
11:20,12048.69,6
11:20,12051.45,17
11:20,12053.16,7
11:20,12054.89,8
11:20,12055.47,0
11:20,12055.68,16
11:20,12057.87,19
11:21,12060.84,15
11:21,12066.51,0
11:21,12070.15,5
11:21,12072.93,7
11:21,12074.62,9
11:21,12075.23,11
11:21,12075.67,15
11:21,12076.11,7
11:21,12077.13,0
11:21,12077.45,1
11:21,12078.06,17
11:21,12078.42,17
11:21,12079,7
11:21,12079.87,18
11:21,12081.07,19
11:21,12084.35,9
11:21,12085.48,8
11:21,12087.49,3
11:21,12088.4,8
11:21,12091.64,10
11:21,12093.58,15
11:21,12094.53,7
11:21,12094.88,5
11:21,12095.43,1
11:21,12096.63,9
11:21,12098.82,8
11:21,12099.52,9
11:21,12099.66,3
11:21,12101.57,13
11:21,12103.73,11
11:21,12103.88,7
11:21,12106.3,15
11:21,12107.43,8
11:21,12107.58,7
11:21,12107.99,5
11:21,12113.17,12
11:21,12113.43,13
11:21,12114.37,19
11:21,12115.07,8
11:21,12116.35,4
11:21,12119.65,12
11:22,12121.56,11
11:22,12124.23,3
11:22,12125.23,3
11:22,12125.55,2
11:22,12126.17,10
11:22,12130.35,6
11:22,12131.81,4
11:22,12141.78,3
11:22,12142.92,18
11:22,12143,8
11:22,12143.78,12
11:22,12145.03,11
11:22,12147.1,13
11:22,12148.22,19
11:22,12148.82,19
11:22,12152.03,17
11:22,12152.91,12
11:22,12153.99,17
11:22,12154.04,1
11:22,12154.88,6
11:22,12156.07,11
11:22,12156.86,1
11:22,12158.09,16
11:22,12162.82,13
11:22,12164.36,11
11:22,12166.47,10
11:22,12167.37,3
11:22,12169.51,0
11:22,12170.61,10
11:22,12170.67,8
11:22,12170.98,8
11:22,12171.66,9
11:22,12172.41,18
11:22,12174.17,11
11:22,12175.48,19
11:22,12175.69,9
11:22,12177.29,13
11:22,12177.83,16
11:23,12183.77,7
11:23,12184.77,0
11:23,12185.96,10
11:23,12186.03,2
11:23,12186.57,9
11:23,12188.28,8
11:23,12188.52,9
11:23,12189.2,11
11:23,12189.47,2
11:23,12193.89,3
11:23,12194.38,9
11:23,12194.96,16
11:23,12195.16,4
11:23,12199.06,15
11:23,12199.43,13
11:23,12199.44,14
11:23,12199.47,5
11:23,12200.43,9
11:23,12201.11,10
11:23,12202.04,1
11:23,12202.63,9
11:23,12204.01,19
11:23,12206.04,10
11:23,12206.64,2
11:23,12207.11,7
11:23,12208.45,16
11:23,12210.61,4
11:23,12213.52,19
11:23,12214.47,11
11:23,12217.33,4
11:23,12218.23,9
11:23,12218.86,3
11:23,12219.44,8
11:23,12220.22,13
11:23,12222.35,12
11:23,12223.99,6
11:23,12224.1,0
11:23,12227.56,16
11:23,12229.78,1
11:23,12232.69,5
11:23,12232.96,14
11:23,12234.67,0
11:23,12235.14,0
11:23,12237.37,8
11:23,12239.3,2
11:24,12242.37,1
11:24,12243.52,1
11:24,12243.67,7
11:24,12247.99,10
11:24,12248.35,9
11:24,12253.3,5
11:24,12254.14,16
11:24,12254.63,18
11:24,12254.83,5
11:24,12255.16,7
11:24,12255.84,13
11:24,12256.43,15
11:24,12258.84,6
11:24,12263.48,5
11:24,12267.91,11
11:24,12269.06,6
11:24,12269.36,7
11:24,12272.32,13
11:24,12273.31,2
11:24,12276.23,11
11:24,12276.57,3
11:24,12277.17,5
11:24,12277.2,9
11:24,12277.28,11
11:24,12278.02,3
11:24,12278.53,9
11:24,12279.11,14
11:24,12279.29,10
11:24,12279.29,5
11:24,12283.24,7
11:24,12286.26,10
11:24,12288.8,14
11:24,12291.8,16
11:24,12292.55,0
11:24,12293.32,5
11:24,12295.8,11
11:24,12296.92,3
11:24,12297.95,10
11:25,12300.14,4
11:25,12301.44,7
11:25,12301.79,12
11:25,12304.79,0
11:25,12305.66,6
11:25,12306.34,5
11:25,12307.27,4
11:25,12309.58,1
11:25,12316.93,0
11:25,12316.94,10
11:25,12319.25,17
11:25,12319.41,8
11:25,12320.68,18
11:25,12321.33,18
11:25,12324.54,17
11:25,12327.34,15
11:25,12327.75,12
11:25,12328.09,5
11:25,12328.18,9
11:25,12328.18,15
11:25,12329.9,14
11:25,12333.72,19
11:25,12335.23,18
11:25,12335.39,16
11:25,12336.59,13
11:25,12336.98,11
11:25,12337.25,0
11:25,12341.95,15
11:25,12342.32,1
11:25,12344.87,9
11:25,12345.35,11
11:25,12346.51,3
11:25,12347.15,4
11:25,12352.85,3
11:25,12353.92,7
11:25,12355.8,14
11:25,12356.45,12
11:25,12358,17
11:26,12361.05,5
11:26,12362.62,16
11:26,12368.6,4
11:26,12370.02,19
11:26,12372.65,16
11:26,12372.8,19
11:26,12373.63,10
11:26,12375.89,10
11:26,12377.1,0
11:26,12377.16,3
11:26,12377.52,9
11:26,12377.72,2
11:26,12378.42,8
11:26,12379.3,15
11:26,12379.69,7
11:26,12381.39,8
11:26,12382.88,11
11:26,12383.38,2
11:26,12383.51,7
11:26,12384.23,5
11:26,12386.27,8
11:26,12386.67,2
11:26,12387.29,13
11:26,12390.86,14
11:26,12393.01,5
11:26,12393.52,0
11:26,12394.42,9
11:26,12395.96,10
11:26,12398.9,13
11:26,12399.07,15
11:26,12401.67,15
11:26,12402.23,6
11:26,12402.54,18
11:26,12405.3,0
11:26,12407.73,3
11:26,12410.95,11
11:26,12415.74,18
11:26,12417.9,15
11:26,12418.63,10
11:27,12420.28,12
11:27,12423.03,0
11:27,12423.63,16
11:27,12424.07,19
11:27,12425.73,18
11:27,12426.21,6
11:27,12427.66,0
11:27,12429.53,7
11:27,12434.57,13
11:27,12437.69,15
11:27,12439.01,9
11:27,12441.03,12
11:27,12442.23,11
11:27,12442.68,12
11:27,12443.91,7
11:27,12444.04,13
11:27,12444.58,14
11:27,12445.12,9
11:27,12447.24,5
11:27,12448.58,9
11:27,12450.21,18
11:27,12450.37,3
11:27,12450.39,12
11:27,12450.46,19
11:27,12452.47,17
11:27,12453.04,9
11:27,12456.66,12
11:27,12456.75,0
11:27,12456.86,5
11:27,12456.91,17
11:27,12458.61,9
11:27,12459.16,17
11:27,12461.12,10
11:27,12463.24,1
11:27,12465.35,4
11:27,12468.2,9
11:27,12471.55,8
11:27,12473.91,7
11:27,12477.69,3
11:27,12478.29,18
11:28,12481.14,3
11:28,12482.86,14
11:28,12483.6,5
11:28,12485.02,7
11:28,12485.07,15
11:28,12491.24,12
11:28,12492.33,0
11:28,12492.62,2
11:28,12493.28,19
11:28,12493.61,7
11:28,12494.49,9
11:28,12496.81,4
11:28,12497.31,15
11:28,12501.89,10
11:28,12504.72,11
11:28,12504.77,19
11:28,12505.63,6
11:28,12506.99,9
11:28,12507.95,6
11:28,12508.73,11
11:28,12509.07,3
11:28,12509.49,13
11:28,12509.75,11
11:28,12510.58,19
11:28,12513.07,19
11:28,12514.8,12
11:28,12515.78,10
11:28,12517.28,13
11:28,12517.53,11
11:28,12518.92,1
11:28,12519.29,4
11:28,12519.96,7
11:28,12520.26,7
11:28,12521.48,15
11:28,12522.66,5
11:28,12524.24,2
11:28,12524.7,17
11:28,12525.06,11
11:28,12528.14,2
11:28,12529.52,13
11:28,12529.62,2
11:28,12532.73,15
11:28,12533.6,13
11:28,12533.86,2
11:28,12534.57,7
11:29,12540.28,0
11:29,12541.1,2
11:29,12542.37,2
11:29,12544.39,1
11:29,12545.63,3
11:29,12546.12,1
11:29,12548.39,16
11:29,12549.05,1
11:29,12551,6
11:29,12558.69,5
11:29,12559.14,19
11:29,12559.28,14
11:29,12560.01,0
11:29,12560.85,10
11:29,12563.36,1
11:29,12564.03,11
11:29,12564.73,12
11:29,12566.53,2
11:29,12566.89,18
11:29,12567.44,12
11:29,12570.26,2
11:29,12570.81,16
11:29,12574.4,11
11:29,12575.35,8
11:29,12576.05,1
11:29,12576.72,17
11:29,12576.86,17
11:29,12577.49,3
11:29,12578.69,2
11:29,12579.21,5
11:29,12579.82,4
11:29,12580.04,11
11:29,12582.12,0
11:29,12584.65,16
11:29,12584.91,5
11:29,12585.02,11
11:29,12586.38,1
11:29,12586.9,4
11:29,12586.99,15
11:29,12587.39,3
11:29,12587.4,17
11:29,12587.87,5
11:29,12587.88,5
11:29,12590.51,18
11:29,12591.28,14
11:29,12592.06,6
11:29,12592.24,9
11:29,12592.31,4
11:29,12592.32,16
11:29,12592.94,9
11:29,12595.51,19
11:29,12596.3,12
11:29,12597.38,2
11:30,12600.76,2
11:30,12601.54,6
11:30,12601.58,19
11:30,12605.24,7
11:30,12606.55,5
11:30,12607.48,17
11:30,12609.33,12
11:30,12609.77,18
11:30,12610.4,18
11:30,12610.96,0
11:30,12611.17,5
11:30,12611.38,7
11:30,12611.79,3
11:30,12613.85,18
11:30,12615.29,15
11:30,12615.33,16
11:30,12617.55,0
11:30,12619.66,12
11:30,12620.24,5
11:30,12623.35,14
11:30,12624.46,10
11:30,12625.77,0
11:30,12625.94,15
11:30,12627.18,9
11:30,12631.31,7
11:30,12633.73,8
11:30,12634.41,3
11:30,12635.11,7
11:30,12636.31,3
11:30,12636.81,2
11:30,12636.85,12
11:30,12639.52,13
11:30,12639.63,10
11:30,12639.91,1
11:30,12640.37,17
11:30,12644.27,4
11:30,12646.14,9
11:30,12647.31,18
11:30,12647.45,13
11:30,12653.13,10
11:30,12653.72,13
11:30,12657.58,13
11:31,12662.24,11
11:31,12662.54,14
11:31,12666.16,5
11:31,12667.02,18
11:31,12667.21,10
11:31,12667.52,4
11:31,12667.7,8
11:31,12668.13,4
11:31,12669.43,14
11:31,12670.34,2
11:31,12670.54,19
11:31,12670.84,6
11:31,12671.2,16
11:31,12672.08,5
11:31,12672.44,0
11:31,12672.64,14
11:31,12674.73,17
11:31,12675.06,16
11:31,12676.3,1
11:31,12676.89,3
11:31,12678.83,18
11:31,12679.55,17
11:31,12681.63,19
11:31,12683.7,18
11:31,12686.49,8
11:31,12687.16,7
11:31,12688.29,18
11:31,12689.76,9
11:31,12692.26,2
11:31,12692.27,2
11:31,12694.21,3
11:31,12694.69,4
11:31,12696.25,9
11:31,12698.61,2
11:31,12699.93,17
11:31,12700.03,12
11:31,12700.53,1
11:31,12700.8,19
11:31,12704.73,15
11:31,12705.32,1
11:31,12706.82,17
11:31,12708.83,4
11:31,12711.69,3
11:31,12712.73,15
11:31,12717.13,7
11:31,12717.88,17
11:31,12717.95,17
11:31,12718.18,12
11:32,12720.12,4
11:32,12720.16,16
11:32,12720.29,6
11:32,12720.31,16
11:32,12720.36,15
11:32,12725.26,16
11:32,12725.37,11
11:32,12726.62,14
11:32,12726.74,15
11:32,12727.35,4
11:32,12728.92,2
11:32,12730.61,14
11:32,12731.28,13
11:32,12731.77,2
11:32,12733.86,18
11:32,12734.24,18
11:32,12735.02,3
11:32,12735.44,0
11:32,12735.89,2
11:32,12736.87,10
11:32,12738.45,1
11:32,12738.81,1
11:32,12738.87,12
11:32,12739.13,8
11:32,12741.48,2
11:32,12741.8,15
11:32,12742.63,15
11:32,12743.54,6
11:32,12744.19,13
11:32,12744.91,15
11:32,12745.3,4
11:32,12746.52,5
11:32,12746.57,8
11:32,12747.16,6
11:32,12747.61,8
11:32,12748.31,0
11:32,12750.34,4
11:32,12752.47,5
11:32,12754.67,16
11:32,12755.04,13
11:32,12755.69,17
11:32,12758.9,13
11:32,12762.16,18
11:32,12764.39,7
11:32,12765.1,5
11:32,12766.91,16
11:32,12767,9
11:32,12767.64,5
11:32,12769.2,16
11:32,12772.18,12
11:32,12774.22,12
11:32,12777.1,0
11:32,12779.8,5
11:33,12780.64,12
11:33,12781,9
11:33,12782.01,14
11:33,12783.24,13
11:33,12783.74,5
11:33,12784.84,9
11:33,12785.31,19
11:33,12786.35,19
11:33,12788.62,12
11:33,12790.98,13
11:33,12791.35,18
11:33,12791.56,1
11:33,12795.86,5
